company_id,company_name,country,sector,facility_id,facility_name,baseline_variant,variant_role,case,baseline_period,baseline_operational_ghg_tco2e,baseline_emissions_value_type,selected_route,decision_horizon,facility_status,modelled_flag,transition_capex_usd_2025,modelled_operational_abatement_tco2e,annual_capital_and_fixed_opex_factor,annualised_capital_and_fixed_opex_usd_2025,incremental_variable_resource_cost_usd_2025_per_operational_tco2e_abated,annual_variable_resource_gap_usd_2025,annual_resource_gap_proxy_usd_2025,annual_resource_gap_proxy_usd_2025_per_operational_tco2e_abated,support_stress_low,support_stress_base,support_stress_high,implied_support_low_usd_2025,implied_support_base_usd_2025,implied_support_high_usd_2025,stress_adjusted_gap_low_usd_2025,stress_adjusted_gap_base_usd_2025,stress_adjusted_gap_high_usd_2025,verified_market_policy_status,verified_incentive_adjusted_gap_usd_2025,system_abatement_status,currency,price_year,value_type,quality_flag,source_id,formula_or_method,boundary_note
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_ICHIHARA,Ichihara Works,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,1238080,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,185712000,619040,0.1084524572992296267680712972,20140922.74995453244635205675,80,49523200,69664122.74995453244635205675,112.5357371897688880304213892,0.3,0.490566,0.7,20899236.82498635973390561702,34174850.04095419516407714307,48764885.92496817271244643972,48764885.92496817271244643973,35489272.70900033728227491368,20899236.82498635973390561703,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_ICHIHARA,Ichihara Works,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,1547600,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,541660000,1083320,0.1443929257432556951708117596,78211872.1580918798462218977,160,173331200,251543072.1580918798462218977,232.1964628716278475854058798,0.3,0.490566,0.7,75462921.64742756395386656931,123398478.7363065011286416915,176080150.5106643158923553284,176080150.5106643158923553284,128144593.4217853787175802062,75462921.6474275639538665693,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OSAKA,Osaka Works,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,967250,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,58035000,290175,0.07601925932025258174066204669,4411777.71465085858131932188,30,8705250,13117027.71465085858131932188,45.20385186405051634813240934,0.3,0.490566,0.7,3935108.314395257574395796564,6434767.817865413090803494457,9181919.400255601006923525316,9181919.400255601006923525316,6682259.896785445490515827423,3935108.314395257574395796564,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OSAKA,Osaka Works,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,1238080,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,185712000,619040,0.1084524572992296267680712972,20140922.74995453244635205675,80,49523200,69664122.74995453244635205675,112.5357371897688880304213892,0.3,0.490566,0.7,20899236.82498635973390561702,34174850.04095419516407714307,48764885.92496817271244643972,48764885.92496817271244643973,35489272.70900033728227491368,20899236.82498635973390561703,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OSAKA,Osaka Works,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,1547600,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,541660000,1083320,0.1443929257432556951708117596,78211872.1580918798462218977,160,173331200,251543072.1580918798462218977,232.1964628716278475854058798,0.3,0.490566,0.7,75462921.64742756395386656931,123398478.7363065011286416915,176080150.5106643158923553284,176080150.5106643158923553284,128144593.4217853787175802062,75462921.6474275639538665693,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_IWAKUNI,Iwakuni-Ohtake Works,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,386900,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,23214000,116070,0.07601925932025258174066204669,1764711.085860343432527728752,30,3482100,5246811.085860343432527728752,45.20385186405051634813240934,0.3,0.490566,0.7,1574043.325758103029758318626,2573907.127146165236321397783,3672767.760102240402769410126,3672767.760102240402769410126,2672903.958714178196206330969,1574043.325758103029758318626,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_IWAKUNI,Iwakuni-Ohtake Works,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,541660,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,81249000,270830,0.1084524572992296267680712972,8811653.703105107945279024826,80,21666400,30478053.70310510794527902483,112.5357371897688880304213892,0.3,0.490566,0.7,9143416.110931532383583707449,14951496.89291746038428375009,21334637.59217357556169531738,21334637.59217357556169531738,15526556.81018764756099527474,9143416.11093153238358370745,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_IWAKUNI,Iwakuni-Ohtake Works,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,773800,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,270830000,541660,0.1443929257432556951708117596,39105936.07904593992311094885,160,86665600,125771536.0790459399231109488,232.1964628716278475854058797,0.3,0.490566,0.7,37731460.82371378197693328464,61699239.36815325056432084571,88040075.25533215794617766416,88040075.25533215794617766416,64072296.71089268935879010309,37731460.82371378197693328464,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OMUTA,Omuta Works,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,154760,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,9285600,46428,0.07601925932025258174066204669,705884.4343441373730110915007,30,1392840,2098724.434344137373011091501,45.20385186405051634813240934,0.3,0.490566,0.7,629617.3303032412119033274503,1029562.850858466094528559113,1469107.104040896161107764051,1469107.104040896161107764051,1069161.583485671278482532388,629617.33030324121190332745,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OMUTA,Omuta Works,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,270830,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,40624500,135415,0.1084524572992296267680712972,4405826.851552553972639512413,80,10833200,15239026.85155255397263951241,112.5357371897688880304213891,0.3,0.490566,0.7,4571708.055465766191791853723,7475748.446458730192141875045,10667318.79608678778084765869,10667318.79608678778084765869,7763278.405093823780497637365,4571708.05546576619179185372,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OMUTA,Omuta Works,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,464280,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,162498000,324996,0.1443929257432556951708117596,23463561.64742756395386656931,160,51999360,75462921.64742756395386656931,232.1964628716278475854058798,0.3,0.490566,0.7,22638876.49422826918615997079,37019543.62089195033859250744,52824045.15319929476770659852,52824045.15319929476770659852,38443378.02653561361527406187,22638876.49422826918615997079,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_NAGOYA,Nagoya Works,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,116070,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_NAGOYA,Nagoya Works,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,232140,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_NAGOYA,Nagoya Works,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,386900,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_MOBARA,Mobara Branch Factory,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,77380,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_MOBARA,Mobara Branch Factory,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,193450,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_MOBARA,Mobara Branch Factory,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,309520,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_TOKUYAMA,Tokuyama Branch Factory,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,38690,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_TOKUYAMA,Tokuyama Branch Factory,legacy_mci_judgement_sensitivity,sensitivity,base,FY2024,154760,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_TOKUYAMA,Tokuyama Branch Factory,legacy_mci_judgement_sensitivity,sensitivity,high,FY2024,270830,Allocated,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,MCI_ESG_2025|MCI_WORKS_2026|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_ICHIHARA,Ichihara Works,primary_mci_shk_bridge,primary,low,FY2024,1085599,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,65135940,325679.7,0.07601925932025258174066204669,4951585.913928412949104858633,30,9770391,14721976.91392841294910485863,45.20385186405051634813240933,0.3,0.490566,0.7,4416593.074178523884731457589,7222101.326758205826790574079,10305383.83974988906437340104,10305383.83974988906437340104,7499875.587170207122314284551,4416593.07417852388473145759,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_ICHIHARA,Ichihara Works,primary_mci_shk_bridge,primary,base,FY2024,1206221,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,180933150,603110.5,0.1084524572992296267680712972,19622644.72439010894447145923,80,48248840,67871484.72439010894447145923,112.5357371897688880304213892,0.3,0.490566,0.7,20361445.41731703268334143777,33295442.77530515818445358587,47510039.30707307626113002146,47510039.30707307626113002146,34576041.94908495076001787336,20361445.41731703268334143777,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_ICHIHARA,Ichihara Works,primary_mci_shk_bridge,primary,high,FY2024,1326843,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,464395050,928790.1,0.1443929257432556951708117596,67055359.97018551572163388564,160,148606416,215661775.9701855157216338856,232.1964628716278475854058798,0.3,0.490566,0.7,64698532.79105565471649016568,105796334.7905900277054990487,150963243.1791298610051437199,150963243.1791298610051437199,109865441.1795954880161348369,64698532.7910556547164901657,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OSAKA,Osaka Works,primary_mci_shk_bridge,primary,low,FY2024,1487150,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,89229000,446145,0.07601925932025258174066204669,6783122.489886817616137533764,30,13384350,20167472.48988681761613753376,45.20385186405051634813240933,0.3,0.490566,0.7,6050241.746966045284841260128,9893476.309473816570678125387,14117230.74292077233129627363,14117230.74292077233129627363,10273996.18041300104545940837,6050241.74696604528484126013,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OSAKA,Osaka Works,primary_mci_shk_bridge,primary,base,FY2024,1652389,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,247858350,826194.5,0.1084524572992296267680712972,26880847.11963251156184998441,80,66095560,92976407.11963251156184998441,112.5357371897688880304213892,0.3,0.490566,0.7,27892922.13588975346855499532,45611064.13504964266685049945,65083484.98374275809329498909,65083484.98374275809329498909,47365342.98458286889499948496,27892922.13588975346855499532,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_OSAKA,Osaka Works,primary_mci_shk_bridge,primary,high,FY2024,1817628,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,636169800,1272339.6,0.1443929257432556951708117596,91858418.69150182694567628294,160,203574336,295432754.6915018269456762829,232.1964628716278475854058798,0.3,0.490566,0.7,88629826.40745054808370288487,144929264.7379912852374326314,206802928.284051278861973398,206802928.284051278861973398,150503489.9535105417082436515,88629826.4074505480837028849,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_IWAKUNI,Iwakuni-Ohtake Works,primary_mci_shk_bridge,primary,low,FY2024,344515,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,20670900,103354.5,0.07601925932025258174066204669,1571386.507483009091903051101,30,3100635,4672021.507483009091903051101,45.20385186405051634813240934,0.3,0.490566,0.7,1401606.45224490272757091533,2291934.902839909838178512166,3270415.055238106364332135771,3270415.055238106364332135771,2380086.604643099253724538935,1401606.45224490272757091533,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_IWAKUNI,Iwakuni-Ohtake Works,primary_mci_shk_bridge,primary,base,FY2024,382794,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,57419100,191397,0.1084524572992296267680712972,6227242.490910195862358562621,80,15311760,21539002.49091019586235856262,112.5357371897688880304213892,0.3,0.490566,0.7,6461700.747273058758707568786,10566302.29595585114341379063,15077301.74363713710365099383,15077301.74363713710365099383,10972700.19495434471894477199,6461700.74727305875870756879,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
