param_id,model,group,entity,field,value,unit,evidence_tier,value_low,value_high,source_id,vintage,used_in,needs_range
EFF.facility.NS-KANSAI.capacity_mtpa,EFF,facility,NS-KANSAI,capacity_mtpa,6.3,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.NS-KANSAI.reinvestment_year,EFF,facility,NS-KANSAI,reinvestment_year,2035,year,T5,,,model_estimate,,,True
EFF.facility.NS-KYUSHU.baseline_electricity_mwh_per_t,EFF,facility,NS-KYUSHU,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.NS-KYUSHU.baseline_emissions_tco2_per_t,EFF,facility,NS-KYUSHU,baseline_emissions_tco2_per_t,2.116618,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.NS-KYUSHU.capacity_mtpa,EFF,facility,NS-KYUSHU,capacity_mtpa,10.0,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.NS-KYUSHU.reinvestment_year,EFF,facility,NS-KYUSHU,reinvestment_year,2028,year,T5,,,model_estimate,,,True
EFF.facility.NS-NAGOYA.baseline_electricity_mwh_per_t,EFF,facility,NS-NAGOYA,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.NS-NAGOYA.baseline_emissions_tco2_per_t,EFF,facility,NS-NAGOYA,baseline_emissions_tco2_per_t,2.116618,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.NS-NAGOYA.capacity_mtpa,EFF,facility,NS-NAGOYA,capacity_mtpa,7.0,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.NS-NAGOYA.reinvestment_year,EFF,facility,NS-NAGOYA,reinvestment_year,2031,year,T5,,,model_estimate,,,True
EFF.facility.NS-SETOUCHI.baseline_electricity_mwh_per_t,EFF,facility,NS-SETOUCHI,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.NS-SETOUCHI.baseline_emissions_tco2_per_t,EFF,facility,NS-SETOUCHI,baseline_emissions_tco2_per_t,2.116618,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.NS-SETOUCHI.capacity_mtpa,EFF,facility,NS-SETOUCHI,capacity_mtpa,7.5,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.NS-SETOUCHI.reinvestment_year,EFF,facility,NS-SETOUCHI,reinvestment_year,2037,year,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-E.baseline_electricity_mwh_per_t,EFF,facility,POS-GWY-E,baseline_electricity_mwh_per_t,0.11,MWh/t,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-E.baseline_emissions_tco2_per_t,EFF,facility,POS-GWY-E,baseline_emissions_tco2_per_t,2.075734,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-E.capacity_mtpa,EFF,facility,POS-GWY-E,capacity_mtpa,10.3,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.POS-GWY-E.reinvestment_year,EFF,facility,POS-GWY-E,reinvestment_year,2036,year,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-EAF.baseline_electricity_mwh_per_t,EFF,facility,POS-GWY-EAF,baseline_electricity_mwh_per_t,0.62,MWh/t,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-EAF.baseline_emissions_tco2_per_t,EFF,facility,POS-GWY-EAF,baseline_emissions_tco2_per_t,0.45,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-EAF.capacity_mtpa,EFF,facility,POS-GWY-EAF,capacity_mtpa,1.2,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.POS-GWY-EAF.reinvestment_year,EFF,facility,POS-GWY-EAF,reinvestment_year,2032,year,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-W.baseline_electricity_mwh_per_t,EFF,facility,POS-GWY-W,baseline_electricity_mwh_per_t,0.11,MWh/t,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-W.baseline_emissions_tco2_per_t,EFF,facility,POS-GWY-W,baseline_emissions_tco2_per_t,2.075734,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.POS-GWY-W.capacity_mtpa,EFF,facility,POS-GWY-W,capacity_mtpa,10.3,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.POS-GWY-W.reinvestment_year,EFF,facility,POS-GWY-W,reinvestment_year,2034,year,T5,,,model_estimate,,,True
EFF.facility.POS-POH-N.baseline_electricity_mwh_per_t,EFF,facility,POS-POH-N,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.POS-POH-N.baseline_emissions_tco2_per_t,EFF,facility,POS-POH-N,baseline_emissions_tco2_per_t,2.075734,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.POS-POH-N.capacity_mtpa,EFF,facility,POS-POH-N,capacity_mtpa,8.2,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.POS-POH-N.reinvestment_year,EFF,facility,POS-POH-N,reinvestment_year,2028,year,T5,,,model_estimate,,,True
EFF.facility.POS-POH-S.baseline_electricity_mwh_per_t,EFF,facility,POS-POH-S,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.POS-POH-S.baseline_emissions_tco2_per_t,EFF,facility,POS-POH-S,baseline_emissions_tco2_per_t,2.075734,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.POS-POH-S.capacity_mtpa,EFF,facility,POS-POH-S,capacity_mtpa,7.4,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.POS-POH-S.reinvestment_year,EFF,facility,POS-POH-S,reinvestment_year,2031,year,T5,,,model_estimate,,,True
EFF.price_process.annual_volatility.construction_capex,EFF,price_process,annual_volatility,construction_capex,0.14,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.annual_volatility.electricity,EFF,price_process,annual_volatility,electricity,0.22,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.annual_volatility.hydrogen_input,EFF,price_process,annual_volatility,hydrogen_input,0.18,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.hydrogen.electricity_kwh_per_kg,EFF,price_process,hydrogen,electricity_kwh_per_kg,52.0,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.hydrogen.electrolyzer_component_krw_per_kg,EFF,price_process,hydrogen,electrolyzer_component_krw_per_kg,1350.0,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.hydrogen.non_electricity_krw_per_kg,EFF,price_process,hydrogen,non_electricity_krw_per_kg,850.0,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.mean_reversion.construction_capex,EFF,price_process,mean_reversion,construction_capex,0.22,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.mean_reversion.electricity,EFF,price_process,mean_reversion,electricity,0.35,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.price_process.mean_reversion.hydrogen_input,EFF,price_process,mean_reversion,hydrogen_input,0.28,,T5,,,EFF_PRICE_PROCESS,,EFF 확률 평가,True
EFF.technology.BF_BOF.available_year,EFF,technology,BF_BOF,available_year,2026,year,T5,,,model_estimate,,,True
EFF.technology.BF_BOF.capex_bn_krw_per_mtpa,EFF,technology,BF_BOF,capex_bn_krw_per_mtpa,200,십억원/Mtpa,T5,,,model_estimate,,EFF 후보 평가,True
EFF.technology.BF_BOF.electricity_mwh_per_t,EFF,technology,BF_BOF,electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.technology.BF_BOF.emissions_tco2_per_t,EFF,technology,BF_BOF,emissions_tco2_per_t,2.12,tCO2/t,T5,,,model_estimate,,,True
EFF.technology.BF_BOF.fixed_opex_kkrw_per_t,EFF,technology,BF_BOF,fixed_opex_kkrw_per_t,30,천원/t,T5,,,model_estimate,,,True
EFF.technology.BF_BOF.hydrogen_t_per_t,EFF,technology,BF_BOF,hydrogen_t_per_t,0.0,t/t,T5,,,model_estimate,,,True
EFF.technology.BF_RELINE.available_year,EFF,technology,BF_RELINE,available_year,2026,year,T5,,,model_estimate,,,True
EFF.technology.BF_RELINE.capex_bn_krw_per_mtpa,EFF,technology,BF_RELINE,capex_bn_krw_per_mtpa,250,십억원/Mtpa,T5,,,model_estimate,,EFF 후보 평가,True
EFF.technology.BF_RELINE.electricity_mwh_per_t,EFF,technology,BF_RELINE,electricity_mwh_per_t,0.13,MWh/t,T5,,,model_estimate,,,True
EFF.technology.BF_RELINE.emissions_tco2_per_t,EFF,technology,BF_RELINE,emissions_tco2_per_t,1.9,tCO2/t,T5,,,model_estimate,,,True
EFF.technology.BF_RELINE.fixed_opex_kkrw_per_t,EFF,technology,BF_RELINE,fixed_opex_kkrw_per_t,32,천원/t,T5,,,model_estimate,,,True
EFF.technology.BF_RELINE.hydrogen_t_per_t,EFF,technology,BF_RELINE,hydrogen_t_per_t,0.0,t/t,T5,,,model_estimate,,,True
EFF.technology.EAF_BASELINE.available_year,EFF,technology,EAF_BASELINE,available_year,2026,year,T5,,,model_estimate,,,True
EFF.technology.EAF_BASELINE.capex_bn_krw_per_mtpa,EFF,technology,EAF_BASELINE,capex_bn_krw_per_mtpa,180,십억원/Mtpa,T5,,,model_estimate,,EFF 후보 평가,True
EFF.technology.EAF_BASELINE.electricity_mwh_per_t,EFF,technology,EAF_BASELINE,electricity_mwh_per_t,0.62,MWh/t,T5,,,model_estimate,,,True
EFF.technology.EAF_BASELINE.emissions_tco2_per_t,EFF,technology,EAF_BASELINE,emissions_tco2_per_t,0.5,tCO2/t,T5,,,model_estimate,,,True
EFF.technology.EAF_BASELINE.fixed_opex_kkrw_per_t,EFF,technology,EAF_BASELINE,fixed_opex_kkrw_per_t,34,천원/t,T5,,,model_estimate,,,True
EFF.technology.EAF_BASELINE.hydrogen_t_per_t,EFF,technology,EAF_BASELINE,hydrogen_t_per_t,0.0,t/t,T5,,,model_estimate,,,True
EFF.technology.EAF_RENEWABLE.available_year,EFF,technology,EAF_RENEWABLE,available_year,2026,year,T5,,,model_estimate,,,True
EFF.technology.EAF_RENEWABLE.capex_bn_krw_per_mtpa,EFF,technology,EAF_RENEWABLE,capex_bn_krw_per_mtpa,260,십억원/Mtpa,T5,,,model_estimate,,EFF 후보 평가,True
EFF.technology.EAF_RENEWABLE.electricity_mwh_per_t,EFF,technology,EAF_RENEWABLE,electricity_mwh_per_t,0.68,MWh/t,T5,,,model_estimate,,,True
EFF.technology.EAF_RENEWABLE.emissions_tco2_per_t,EFF,technology,EAF_RENEWABLE,emissions_tco2_per_t,0.1,tCO2/t,T5,,,model_estimate,,,True
EFF.technology.EAF_RENEWABLE.fixed_opex_kkrw_per_t,EFF,technology,EAF_RENEWABLE,fixed_opex_kkrw_per_t,36,천원/t,T5,,,model_estimate,,,True
EFF.technology.EAF_RENEWABLE.hydrogen_t_per_t,EFF,technology,EAF_RENEWABLE,hydrogen_t_per_t,0.0,t/t,T5,,,model_estimate,,,True
EFF.technology.H2_DRI_EAF.available_year,EFF,technology,H2_DRI_EAF,available_year,2028,year,T5,,,model_estimate,,,True
EFF.technology.H2_DRI_EAF.capex_bn_krw_per_mtpa,EFF,technology,H2_DRI_EAF,capex_bn_krw_per_mtpa,900,십억원/Mtpa,T5,,,model_estimate,,EFF 후보 평가,True
EFF.technology.H2_DRI_EAF.electricity_mwh_per_t,EFF,technology,H2_DRI_EAF,electricity_mwh_per_t,0.58,MWh/t,T5,,,model_estimate,,,True
EFF.technology.H2_DRI_EAF.emissions_tco2_per_t,EFF,technology,H2_DRI_EAF,emissions_tco2_per_t,0.2,tCO2/t,T5,,,model_estimate,,,True
EFF.technology.H2_DRI_EAF.fixed_opex_kkrw_per_t,EFF,technology,H2_DRI_EAF,fixed_opex_kkrw_per_t,44,천원/t,T5,,,model_estimate,,,True
EFF.technology.H2_DRI_EAF.hydrogen_t_per_t,EFF,technology,H2_DRI_EAF,hydrogen_t_per_t,0.055,t/t,T5,,,model_estimate,,,True
EFF.technology.SCRAP_EAF.available_year,EFF,technology,SCRAP_EAF,available_year,2026,year,T5,,,model_estimate,,,True
EFF.technology.SCRAP_EAF.capex_bn_krw_per_mtpa,EFF,technology,SCRAP_EAF,capex_bn_krw_per_mtpa,560,십억원/Mtpa,T5,,,model_estimate,,EFF 후보 평가,True
EFF.technology.SCRAP_EAF.electricity_mwh_per_t,EFF,technology,SCRAP_EAF,electricity_mwh_per_t,0.68,MWh/t,T5,,,model_estimate,,,True
EFF.technology.SCRAP_EAF.emissions_tco2_per_t,EFF,technology,SCRAP_EAF,emissions_tco2_per_t,0.45,tCO2/t,T5,,,model_estimate,,,True
EFF.technology.SCRAP_EAF.fixed_opex_kkrw_per_t,EFF,technology,SCRAP_EAF,fixed_opex_kkrw_per_t,37,천원/t,T5,,,model_estimate,,,True
EFF.technology.SCRAP_EAF.hydrogen_t_per_t,EFF,technology,SCRAP_EAF,hydrogen_t_per_t,0.0,t/t,T5,,,model_estimate,,,True
FIN.budget.B20_Japan_petchem,FIN,budget,B20/Japan/petchem,carbon_budget,49.1→18.8,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.B20_Japan_steel,FIN,budget,B20/Japan/steel,carbon_budget,144.9→58.3,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.B20_Korea_petchem,FIN,budget,B20/Korea/petchem,carbon_budget,58.6→18.8,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.B20_Korea_steel,FIN,budget,B20/Korea/steel,carbon_budget,94.5→30.4,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.NZ15_Japan_petchem,FIN,budget,NZ15/Japan/petchem,carbon_budget,49.1→0.0,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.NZ15_Japan_steel,FIN,budget,NZ15/Japan/steel,carbon_budget,144.9→0.0,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.NZ15_Korea_petchem,FIN,budget,NZ15/Korea/petchem,carbon_budget,58.6→16.9,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.budget.NZ15_Korea_steel,FIN,budget,NZ15/Korea/steel,carbon_budget,94.5→4.6,MtCO2/yr,T5,,,EST_D2A_V0,,"E1 constraint, E2 budget",True
FIN.config.contracts.ccfd_fee_pct,FIN,model_choice,config.yaml,CCfD 수수료,0.03,share,T5,0.01,0.05,MODEL_CHOICE,2026-08,계약 비용,False
FIN.config.contracts.epc_premium_pct,FIN,model_choice,config.yaml,EPC 프리미엄,0.1,share,T5,0.05,0.20,MODEL_CHOICE,2026-08,계약 비용,False
FIN.config.contracts.ppa_premium_pct,FIN,model_choice,config.yaml,PPA 프리미엄,0.08,share,T5,0.03,0.15,MODEL_CHOICE,2026-08,계약 비용,False
FIN.config.discount_rate,FIN,model_choice,config.yaml,실질 할인율,0.05,1,T5,0.035,0.065,MODEL_CHOICE,2026-08,전 NPV,False
FIN.config.milp.budget_violation_floor_thkrw,FIN,model_choice,config.yaml,예산위반 페널티 바닥,300,천원/tCO2,T5,150,600,MODEL_CHOICE,2026-08,E2 slack,False
FIN.config.milp.reinvest_window_halfwidth,FIN,model_choice,config.yaml,재투자 창 유예,1,yr,T5,0,2,MODEL_CHOICE,2026-08,stranded_cost_k,False
FIN.config.milp.retire_max_share,FIN,model_choice,config.yaml,폐쇄 상한,0.2,share,T5,0.10,0.30,MODEL_CHOICE,2026-08,E2 retire cap,False
FIN.config.simulation.n_sims,FIN,model_choice,config.yaml,시뮬레이션 수,10000,count,T5,10000,50000,MODEL_CHOICE,2026-08,E3/E4,False
FIN.config.auction_share.2035,FIN,policy_assumption,carbon_auction_share,2035,0.3,share,T5,0.18,0.42,MODEL_ESTIMATE,2025,carbon cost (E2/plancost/E5),False
FIN.config.auction_share.2040,FIN,policy_assumption,carbon_auction_share,2040,0.5,share,T5,0.3,0.7,MODEL_ESTIMATE,2025,carbon cost (E2/plancost/E5),False
FIN.config.auction_share.2045,FIN,policy_assumption,carbon_auction_share,2045,0.75,share,T5,0.45,1.0,MODEL_ESTIMATE,2025,carbon cost (E2/plancost/E5),False
FIN.config.auction_share.2050,FIN,policy_assumption,carbon_auction_share,2050,1.0,share,T5,0.6,1.0,MODEL_ESTIMATE,2025,carbon cost (E2/plancost/E5),False
FIN.prep.capacity.t_per_m3_yr,FIN,prep_injection,prepare_raw.py,capacity.t_per_m3_yr,913.0,t/m³/yr,T5,800.0,1000.0,PREP_INJECTION,2026-08,고로 능력 추정,False
FIN.prep.route.BF.coal_intensity,FIN,prep_injection,prepare_raw.py,route.BF.coal_intensity,13.5,GJ/t,T5,12.0,15.0,PREP_INJECTION,2026-08,기존 조업 비용,False
FIN.prep.route.BF.emission_factor,FIN,prep_injection,prepare_raw.py,route.BF.emission_factor,2.15,tCO2/t,T5,1.9,2.4,PREP_INJECTION,2026-08,D1b 시설 배출 배분,False
FIN.prep.route.NCC.emission_factor,FIN,prep_injection,prepare_raw.py,route.NCC.emission_factor,0.95,tCO2/t,T5,0.8,1.2,PREP_INJECTION,2026-08,석화 상향식 추정,False
FIN.price.B20_Japan_co2_price,FIN,price_path,B20/Japan,co2_price,27000→141750,KRW/tCO2,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Japan_coal_price,FIN,price_path,B20/Japan,coal_price,197640→113400,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Japan_elec_price,FIN,price_path,B20/Japan,elec_price,119600→118680,KRW/MWh,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Japan_gas_price,FIN,price_path,B20/Japan,gas_price,912600→680940,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Japan_h2_price,FIN,price_path,B20/Japan,h2_price,10240→2355,KRW/kg,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Korea_coal_price,FIN,price_path,B20/Korea,coal_price,197640→113400,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Korea_elec_price,FIN,price_path,B20/Korea,elec_price,110200→146300,KRW/MWh,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Korea_gas_price,FIN,price_path,B20/Korea,gas_price,912600→680940,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.B20_Korea_h2_price,FIN,price_path,B20/Korea,h2_price,nan→2875,KRW/kg,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Japan_co2_price,FIN,price_path,NZ15/Japan,co2_price,27000→337500,KRW/tCO2,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Japan_coal_price,FIN,price_path,NZ15/Japan,coal_price,192375→66150,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Japan_elec_price,FIN,price_path,NZ15/Japan,elec_price,119600→118680,KRW/MWh,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Japan_gas_price,FIN,price_path,NZ15/Japan,gas_price,891540→343980,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Japan_h2_price,FIN,price_path,NZ15/Japan,h2_price,10240→2048,KRW/kg,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Korea_coal_price,FIN,price_path,NZ15/Korea,coal_price,192375→66150,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Korea_elec_price,FIN,price_path,NZ15/Korea,elec_price,110200→175300,KRW/MWh,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Korea_gas_price,FIN,price_path,NZ15/Korea,gas_price,891540→343980,KRW/t,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
FIN.price.NZ15_Korea_h2_price,FIN,price_path,NZ15/Korea,h2_price,nan→2500,KRW/kg,T5,,,EST_D2B_V0,,"E1 central path, E2/E4 cost",True
